Öğrenci No;Cinsiyet;Doğum Yılı;Okul Türü;Sınıf Düzeyi;Baba Mesleği;Baba Eğitim Düzeyi;Anne Mesleği;Anne Eğitim Düzeyi;Kardeş Sayısı;Kitap Sayısı;Evde Bilgisayar;Evde İnternet;Evde Çalışma Odası;Sınıf 9 Notu;Sınıf 10 Notu;Sınıf 11 Notu;Not Ortalaması aps;Ders Dinleme Önemi;Ders Çalışma Önemi;Ödev Yapma Önemi;Okul Kursu Önemi;Özel Ders Sıklığı;Drsn Fizik Sıklığı;Drsn ÖSS Sıklığı;En sevilen konu;lsi11;lsi12;lsi13;lsi14;lsi21;lsi22;lsi23;lsi24;lsi31;lsi32;lsi33;lsi34;lsi41;lsi42;lsi43;lsi44;lsi51;lsi52;lsi53;lsi54;lsi61;lsi62;lsi63;lsi64;lsi71;lsi72;lsi73;lsi74;lsi81;lsi82;lsi83;lsi84;lsi91;lsi92;lsi93;lsi94;lsi101;lsi102;lsi103;lsi104;lsi111;lsi112;lsi113;lsi114;lsi121;lsi122;lsi123;lsi124;pas1;pas2;pas3;pas4;pas5;pas6;pas7;pas8;pas9;pas10;pas11;pas12;pas13;pas14;pas15;pas16;pas17;pas18;pas19;pas20;pas21;pas22;pas23;pas24;pas25;pas26;pas27;pas28;pas29;pas30;pas31;pas32;pas33;pas34;pas35;pas36;pas37;pas38;pas39;pas40;a1;a2;a3;a4;a5;a6;b1;b2;b3;b4;b5;b6;b7;b8;b9;b10;b11;b12;b13;b14;b15;b16;b17;b18;b19;b20;b21;b22;b23;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;CE;RO;AC;AE;CE-AC;RO-AE;lst;pass
12-x29;1;90;1;11;21;5;1;5;2;4;1;1;1;4;3;5;4;1;2;2;3;1;5;5;9;1;3;3;4;2;4;4;4;3;1;3;4;1;3;3;4;4;3;2;3;3;3;3;4;2;2;3;4;3;3;3;3;1;3;4;4;2;1;3;4;3;3;3;3;3;3;3;4;3;2;3;4;4;2;2;4;4;2;3;4;5;3;3;4;4;4;4;3;4;3;4;4;5;4;4;3;3;2;4;3;4;3;3;4;3;3;4;3;2;3;4;3;1;1;1;1;2;4;2;4;4;4;4;4;4;4;4;3;4;4;4;3;4;1;4;4;4;1;3;3;4;4;2;4;4;3;4;4;4;28;32;37;45;-9;-13;3;31
12-x30;1;89;1;11;15;1;14;1;4;1;0;0;0;5;5;5;5;1;1;2;3;1;3;4;15;4;3;2;1;2;4;3;3;2;2;3;1;2;3;1;4;2;2;2;2;2;1;2;3;3;1;3;4;2;4;3;3;3;2;1;2;1;1;2;1;4;1;1;4;4;3;2;2;2;3;4;4;2;1;2;3;2;3;4;4;4;5;2;4;2;4;4;2;1;5;4;1;4;3;3;2;5;3;3;3;2;2;3;4;4;2;4;3;1;1;4;3;2;2;2;2;2;4;2;4;4;4;3;3;3;4;3;3;4;4;4;3;4;1;4;3;4;3;2;2;4;3;2;4;4;2;2;4;4;31;27;25;30;6;-3;2;10
13-1013;2;91;3;10;9;5;1;5;1;4;1;1;1;5;5;;5;1;1;2;3;1;1;1;3;1;4;3;2;1;3;4;2;1;2;4;3;1;4;3;2;2;3;4;1;1;4;3;2;1;4;3;2;3;1;4;2;1;3;2;4;2;1;4;3;3;1;2;4;2;4;3;1;3;3;3;2;4;3;3;5;3;3;2;4;5;2;;3;4;3;5;2;5;4;5;5;5;5;5;2;3;2;5;4;3;2;2;4;3;3;3;4;2;3;3;3;2;1;1;1;2;3;3;4;4;3;4;2;3;2;4;4;3;3;3;1;4;1;4;4;3;2;3;3;3;3;1;3;3;2;1;4;3;19;34;39;28;-20;6;4;36
13-1037;2;90;3;10;10;5;14;4;1;4;1;1;1;5;3;;4;1;1;1;3;1;5;5;14;1;2;4;3;2;3;4;1;2;3;4;1;1;2;4;3;2;4;3;1;1;2;4;3;1;3;4;2;2;1;4;3;2;3;4;1;2;3;4;1;1;3;4;2;3;2;1;4;1;1;1;4;4;1;2;5;5;;3;4;3;2;1;3;5;4;5;1;1;2;5;3;5;5;4;2;1;1;5;5;1;1;4;3;1;1;5;2;1;2;3;1;4;1;1;1;3;3;3;4;4;2;3;3;2;2;4;1;3;2;1;2;4;1;4;4;3;1;3;3;4;3;2;4;3;1;1;3;3;20;31;44;25;-24;6;4;62
13-1048;2;91;3;10;21;5;24;5;0;4;1;0;1;5;5;;5;1;2;2;3;1;3;3;17;1;4;3;2;2;3;4;1;1;2;4;3;1;2;4;3;1;4;3;2;1;2;4;3;1;2;3;4;1;2;4;3;1;2;4;3;2;1;4;3;3;2;1;4;2;3;4;1;4;4;4;4;3;4;4;4;1;3;1;3;5;4;5;2;2;3;3;4;3;4;3;3;3;3;4;3;4;4;3;5;4;4;3;4;4;4;3;4;2;3;4;3;4;1;2;1;1;4;4;4;4;3;4;2;4;1;4;3;3;3;3;3;4;1;4;4;4;3;4;4;4;4;2;4;4;4;2;4;4;17;29;42;32;-25;-3;3;-5
13-1080;2;91;3;10;20;3;14;3;2;1;1;1;1;4;5;;4,5;1;1;2;2;2;1;1;5;1;4;3;2;1;4;3;2;3;1;4;2;1;4;3;2;4;1;2;3;1;4;3;2;1;4;2;3;2;1;3;4;1;4;3;2;2;1;4;3;3;4;1;2;3;1;4;2;4;5;4;3;2;3;4;4;3;3;4;3;4;2;4;4;;4;4;3;5;4;4;4;4;4;2;1;3;2;2;2;4;1;4;4;4;3;4;4;3;2;4;3;3;1;1;2;3;4;3;4;4;3;4;3;4;3;4;3;3;3;3;1;4;1;4;4;4;4;4;4;4;4;1;4;4;1;1;4;2;23;33;35;29;-12;4;4;8
13-109;2;91;3;10;11;5;1;5;1;4;1;1;1;5;5;;5;1;1;2;3;1;2;3;3;1;3;4;2;2;3;4;1;1;2;4;3;1;2;4;3;4;1;2;3;1;2;4;3;1;3;4;2;3;1;2;4;1;2;3;4;1;2;4;3;3;1;4;2;2;4;1;3;4;4;4;4;3;4;2;3;2;3;1;4;5;3;4;5;2;3;4;2;4;4;4;4;4;4;4;2;4;4;3;2;3;3;4;4;4;2;4;4;2;3;4;3;4;1;2;1;1;4;4;4;4;3;4;2;3;1;4;3;3;3;3;3;4;1;4;4;3;4;4;3;4;4;1;4;4;3;2;4;4;21;26;40;33;-19;-7;3;15
13-1134;1;91;3;10;18;4;14;4;3;4;1;1;1;5;5;;5;2;1;1;3;1;2;4;14;1;3;4;2;1;3;4;2;1;3;2;4;1;3;2;4;2;1;3;4;1;3;2;4;1;3;2;4;2;3;1;4;1;3;2;4;3;1;4;2;1;3;2;4;1;4;2;3;2;5;4;5;5;2;1;4;2;3;1;4;;2;2;5;2;4;3;2;1;5;4;5;5;5;4;5;1;3;1;1;2;2;3;4;5;2;4;1;1;2;4;3;1;2;3;3;2;4;2;4;4;3;4;1;3;1;4;4;4;4;3;2;4;1;4;4;4;3;2;4;4;1;1;3;2;1;1;4;4;16;33;30;41;-14;-8;3;21
13-1148;2;91;3;10;13;3;14;2;3;3;0;0;0;5;5;;5;1;2;2;3;3;4;4;7;1;4;2;3;2;4;1;3;3;1;4;2;1;2;3;4;2;1;3;4;2;4;3;1;1;3;2;4;3;1;2;4;1;3;2;4;3;1;4;2;3;1;2;4;3;4;2;1;3;4;4;2;4;4;4;5;2;3;4;1;4;4;3;4;1;2;4;3;5;4;3;2;5;2;5;1;2;3;3;2;3;4;3;2;5;4;2;5;1;3;3;4;4;1;1;1;1;4;3;4;4;2;3;1;4;2;3;2;4;4;3;1;4;1;4;4;4;4;4;3;4;1;1;4;4;2;1;4;4;25;29;30;36;-5;-7;3;-4
13-1175;1;91;3;10;11;4;14;4;1;2;1;0;1;5;5;;5;2;1;2;3;1;3;3;3;2;3;4;1;1;4;3;2;4;1;3;2;1;3;4;2;2;3;4;1;1;3;4;2;1;3;4;2;3;1;2;4;1;3;4;2;3;1;4;2;4;1;3;2;1;4;3;2;1;4;4;4;4;2;3;1;5;2;3;4;4;2;3;4;3;5;2;2;3;4;3;4;4;4;2;2;4;4;2;2;2;;4;4;4;4;4;2;2;2;3;3;4;2;2;2;3;4;3;4;4;3;3;2;3;2;2;3;3;3;3;3;4;3;4;4;2;2;3;3;3;3;2;4;4;2;2;3;3;24;30;42;24;-18;6;4;20
13-1191;1;91;3;10;11;5;16;4;1;3;1;1;0;5;5;;5;2;2;1;3;1;1;1;5;2;3;4;1;1;4;3;2;4;1;3;2;1;3;4;2;2;3;4;1;1;3;4;2;1;3;4;2;3;1;2;4;1;3;4;2;3;1;4;2;4;1;3;2;1;4;3;2;1;4;4;4;2;3;1;5;2;3;4;4;2;3;4;4;3;5;2;2;3;4;3;4;4;4;2;2;4;4;2;2;2;3;4;4;4;4;4;2;2;2;3;3;4;2;2;2;3;4;3;4;4;3;3;2;3;2;2;3;3;3;3;3;4;3;4;4;2;2;3;3;3;3;2;4;4;2;2;3;3;24;30;42;24;-18;6;4;11
13-1212;2;91;3;10;10;7;1;5;1;4;1;1;1;5;5;;5;1;2;2;3;1;1;1;5;1;2;4;3;1;3;4;2;3;1;4;2;1;2;4;3;2;4;1;3;1;3;4;2;1;2;4;3;2;1;4;3;1;2;4;3;2;1;4;3;2;1;3;4;4;3;2;1;2;2;1;4;5;2;2;5;5;3;1;4;5;1;3;5;4;5;5;2;5;3;4;5;5;4;5;2;2;1;4;3;2;2;4;4;3;1;5;2;3;3;4;4;4;1;1;1;3;4;3;4;4;3;4;3;1;1;3;4;3;3;3;1;4;1;4;4;4;1;4;4;4;1;1;4;4;1;1;4;3;21;25;42;32;-21;-7;3;58
13-1239;1;91;3;10;16;5;14;2;2;4;1;1;1;5;5;;5;1;2;3;3;1;1;4;12;4;2;1;3;4;2;1;3;3;4;1;2;4;3;1;2;4;1;2;3;1;4;3;2;1;4;2;3;2;1;3;4;1;4;3;2;2;1;4;3;3;4;1;2;3;1;4;2;1;5;2;5;5;2;1;5;1;1;3;5;5;1;1;3;4;1;4;2;4;5;1;5;5;5;1;1;3;2;4;3;2;2;5;5;3;1;1;2;3;2;4;3;3;1;1;2;3;4;3;4;4;3;4;3;4;3;4;3;3;3;3;1;4;1;4;4;4;4;4;4;4;4;1;4;4;1;1;4;2;32;31;26;31;6;0;1;37
13-1248;2;92;3;10;1;5;1;5;1;4;1;1;1;5;5;;5;1;1;2;3;3;3;4;4;1;4;3;2;1;4;2;3;2;1;4;3;1;3;2;4;1;3;2;4;1;4;3;2;1;3;2;4;1;2;3;4;1;3;2;4;2;1;4;3;3;2;1;4;1;4;2;3;2;3;2;4;4;3;2;4;4;2;2;3;5;2;2;4;4;4;5;2;4;3;5;5;5;5;5;2;2;2;4;3;2;2;4;4;3;2;4;4;1;3;4;2;3;1;1;1;1;3;4;4;4;3;3;2;;1;3;2;4;4;4;1;4;1;4;4;3;3;3;3;4;3;1;4;3;1;1;3;2;16;34;30;40;-14;-6;3;45
13-1285;1;91;3;10;11;7;14;5;3;4;1;0;0;4;;;4;2;1;1;3;5;5;4;2;1;2;4;3;2;3;4;1;2;1;3;4;1;2;4;3;1;4;2;3;1;2;3;4;1;2;4;3;1;2;4;3;1;3;4;2;3;1;4;2;1;3;2;4;3;2;4;1;3;2;1;5;5;1;3;5;4;3;1;4;5;2;2;4;5;4;4;1;5;4;5;5;5;5;2;1;2;2;4;5;2;2;4;4;2;1;4;1;1;3;3;3;3;2;1;4;3;3;3;4;4;3;4;2;4;4;4;4;3;4;3;2;4;1;4;4;4;2;4;4;4;3;3;4;1;3;4;2;4;18;27;42;33;-24;-6;3;57
13-1312;2;91;3;10;10;6;1;5;1;4;1;1;1;5;5;;5;1;2;2;3;1;5;4;5;1;4;2;3;1;4;2;3;4;1;3;2;1;3;2;4;1;2;4;3;1;3;2;4;2;3;1;4;3;1;4;2;1;3;2;4;2;1;4;3;2;3;1;4;2;3;4;1;2;2;2;2;5;3;2;3;5;2;1;5;5;1;3;4;2;1;4;2;4;4;5;5;5;5;5;3;2;1;5;4;3;2;5;5;1;2;4;2;1;3;4;4;4;1;1;1;3;4;2;4;4;3;4;1;4;1;4;2;3;1;1;1;4;1;4;4;4;2;3;4;4;4;1;4;4;1;1;4;4;21;31;31;37;-10;-6;3;48
13-1329;1;91;3;10;11;5;14;3;1;4;1;1;1;4;3;;3,5;1;1;2;3;1;1;1;3;1;3;4;2;1;4;2;3;1;2;4;3;1;3;2;4;1;2;3;4;1;4;3;2;1;3;2;4;1;3;2;4;1;3;2;4;2;1;3;4;1;3;2;4;3;4;2;1;5;3;2;2;4;1;2;2;2;4;4;2;2;2;4;2;2;2;4;4;4;4;3;3;4;2;4;2;3;2;2;2;4;4;4;4;4;2;2;3;2;3;3;2;3;2;2;2;3;3;2;4;4;3;3;2;3;2;4;3;3;3;3;3;3;2;3;4;4;2;4;4;4;4;2;4;4;2;2;4;4;15;35;31;39;-16;-4;3;-1
13-1335;1;91;3;10;13;4;14;3;1;;1;1;1;4;;;4;2;2;2;3;1;1;1;5;1;3;4;2;1;3;4;2;2;4;3;1;1;2;4;3;3;2;4;1;4;2;3;1;3;2;4;1;2;3;1;4;4;3;1;2;4;3;2;1;3;1;2;4;4;3;1;2;4;4;2;4;3;2;3;2;5;2;2;4;5;2;2;4;4;4;4;2;4;3;4;4;4;5;5;2;1;1;5;5;3;3;3;4;2;2;5;2;3;3;4;1;2;1;1;4;2;4;2;1;2;4;2;2;3;1;1;3;3;2;1;1;1;1;1;4;2;1;2;3;3;2;1;3;3;2;1;2;3;32;31;33;24;-1;7;4;43
13-1343;1;91;3;10;5;5;24;4;3;4;1;1;1;4;4;;4;2;2;3;3;1;3;1;12;1;3;4;2;1;4;3;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;1;3;4;2;4;4;2;4;4;4;3;3;2;3;3;4;4;2;2;2;;4;5;2;1;4;4;4;5;4;4;1;2;;3;3;2;2;;4;3;2;4;2;1;3;4;3;3;1;3;3;3;4;4;4;4;3;4;2;4;3;4;4;4;4;4;2;4;1;4;4;4;3;3;4;4;4;2;4;4;4;1;4;4;12;37;47;24;-35;13;4;21
13-1344;2;91;3;10;12;4;14;2;2;3;0;0;1;4;4;;4;1;2;2;3;1;1;1;5;1;2;3;4;1;2;3;4;4;1;2;3;1;2;4;3;1;2;4;3;1;4;3;2;2;1;3;4;3;1;2;4;1;2;3;4;1;2;3;4;;;;;2;3;1;4;4;4;2;4;4;3;;4;2;4;4;4;2;2;4;2;4;4;4;2;4;4;3;2;4;4;4;2;2;2;2;2;4;4;4;4;4;4;2;4;1;1;3;1;4;2;1;2;1;3;3;4;4;1;3;2;3;2;4;3;3;3;3;1;3;2;3;4;3;1;1;3;3;3;2;3;3;1;2;3;3;18;22;31;39;-13;-17;3;10
13-1350;2;91;3;10;49;7;14;4;2;4;1;1;1;4;3;;3,5;1;2;1;3;1;1;1;7;1;4;3;2;1;3;2;4;1;4;3;2;1;2;3;4;;;;;2;4;3;1;1;3;2;4;1;3;2;4;1;3;2;4;1;4;3;2;2;4;3;1;2;4;3;1;5;4;3;2;2;3;4;5;1;4;3;2;3;1;5;3;3;5;4;5;3;5;2;2;2;2;4;3;1;2;3;1;3;3;4;3;5;3;1;5;3;3;3;2;4;1;1;1;2;3;3;4;4;4;3;2;3;1;3;3;3;2;1;1;4;1;4;4;3;3;3;4;4;3;2;4;3;3;2;3;3;14;38;29;29;-15;9;4;-10
13-1367;2;91;3;10;11;5;14;5;1;3;1;1;1;4;4;;4;1;2;2;3;1;3;3;12;1;2;4;3;1;3;4;2;1;1;4;1;1;4;3;3;3;3;2;3;1;4;3;2;1;4;3;3;2;3;4;3;1;3;3;4;1;1;4;2;3;3;3;3;4;4;4;3;3;4;3;4;4;3;2;2;3;3;4;4;4;4;3;4;5;3;4;3;2;4;4;4;5;4;4;4;2;4;2;3;3;2;4;4;3;3;4;3;1;3;3;3;4;1;1;1;3;4;3;4;4;3;4;2;2;3;4;2;3;4;2;1;4;1;4;4;4;4;4;4;4;4;2;4;4;4;2;4;4;20;35;41;32;-21;3;4;17
13-140;2;90;3;10;5;6;5;5;1;4;1;0;1;5;4;;4,5;1;2;2;;1;5;5;26;1;4;3;2;1;4;3;2;;;;;1;3;2;4;1;2;4;3;1;3;4;2;1;2;4;3;2;1;4;3;1;2;3;4;2;1;4;3;2;1;4;3;3;4;2;1;2;4;3;4;4;2;2;3;3;2;3;3;4;2;3;3;3;3;4;2;1;4;4;4;4;4;4;3;2;2;3;3;3;2;4;4;3;3;4;3;3;4;4;3;4;2;2;2;4;4;3;4;4;3;3;3;1;3;2;2;3;4;3;3;4;1;4;4;3;4;4;4;4;3;2;4;4;2;2;4;4;16;27;37;30;-21;-3;3;23
13-143;1;90;3;10;5;5;16;4;0;4;1;1;1;5;3;;4;3;3;2;3;1;4;5;9;1;3;2;4;1;3;4;2;2;1;4;3;1;3;2;4;1;2;3;4;1;2;3;4;1;3;2;4;2;3;1;4;1;3;2;4;2;1;3;4;1;4;2;3;1;3;4;2;3;4;1;2;4;3;4;5;2;3;3;2;3;1;2;3;4;2;4;3;1;1;4;4;5;5;2;2;2;1;5;2;3;2;3;4;4;2;4;2;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;3;4;1;4;4;4;3;3;4;4;3;1;4;4;3;2;4;3;15;31;32;42;-17;-11;3;24
13-1502;1;90;3;10;51;5;5;5;1;4;1;1;1;5;4;;4,5;1;2;1;3;1;2;3;5;2;3;4;1;1;2;4;3;2;1;4;3;1;2;4;3;4;3;1;2;2;3;4;1;3;2;4;1;1;2;4;3;1;3;4;2;2;1;4;3;2;4;3;1;2;4;3;1;3;3;1;4;4;2;3;5;1;3;4;2;4;1;2;5;1;4;4;5;1;4;4;4;5;5;5;5;2;1;4;1;3;2;4;4;5;4;4;2;2;3;4;3;4;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;4;4;1;4;4;4;1;4;4;4;4;1;4;4;1;1;4;3;23;30;43;24;-20;6;4;20
13-158;2;90;3;10;16;4;16;5;1;4;1;1;1;5;4;;4,5;1;1;2;3;1;3;3;26;1;4;3;3;1;3;4;4;3;2;4;3;1;2;4;3;3;4;4;3;1;3;4;2;2;3;3;4;4;3;3;4;1;3;4;4;1;2;4;4;3;1;2;4;3;4;4;3;3;3;2;4;4;2;3;4;3;3;4;4;4;2;2;4;5;5;5;5;4;4;4;2;5;5;5;2;1;2;5;4;2;3;3;5;3;2;5;3;1;1;3;1;4;2;2;1;3;3;4;4;4;1;3;4;4;4;4;4;1;1;1;2;4;1;4;4;4;2;4;4;4;1;1;4;3;3;1;4;3;24;34;43;41;-19;-7;3;38
13-173;2;90;3;10;50;5;5;5;1;4;1;0;1;5;4;;4,5;1;2;;;1;3;4;4;1;3;2;4;1;3;2;4;1;2;4;3;1;3;2;4;2;1;4;3;1;3;4;2;1;2;3;4;1;3;2;4;1;2;3;4;3;1;2;4;3;2;4;1;3;4;2;1;4;5;3;2;2;3;3;3;2;4;3;3;3;3;4;4;4;2;3;3;3;4;2;2;3;3;4;4;3;3;3;2;4;4;3;3;4;4;2;4;1;4;4;2;4;1;1;1;3;4;2;4;4;4;4;4;3;4;4;4;3;;4;2;4;1;4;4;4;1;4;4;4;3;1;4;4;1;1;4;4;19;29;34;38;-15;-9;3;-11
13-187;1;91;3;10;16;5;14;2;1;4;1;1;1;5;4;;4,5;1;2;2;3;1;1;1;3;1;4;3;2;1;3;4;2;1;4;3;2;1;4;2;3;1;4;3;2;1;4;3;2;4;2;1;3;2;4;3;1;1;4;3;2;4;3;2;1;3;4;1;2;4;3;2;1;4;5;5;1;3;4;4;4;1;3;3;3;4;5;3;3;4;3;2;3;4;3;3;3;4;3;4;2;3;4;1;2;3;3;3;3;3;4;3;3;1;2;3;2;3;1;1;1;1;3;2;4;4;3;3;2;3;3;4;4;4;4;3;1;4;1;4;4;4;3;3;3;4;4;1;4;4;4;2;4;4;24;43;30;23;-6;20;4;-6
13-29;2;91;3;10;5;6;11;5;1;4;1;1;1;5;5;;5;2;2;2;3;1;1;1;3;1;2;3;4;1;3;4;2;3;1;4;2;1;2;3;4;1;2;4;3;1;3;4;2;1;2;3;4;2;1;3;4;1;3;2;4;3;1;4;2;2;1;3;4;3;4;1;2;4;4;2;3;4;3;2;4;3;4;4;4;3;2;3;4;3;4;4;2;4;5;4;4;5;5;4;2;2;2;2;3;2;2;4;4;3;2;5;2;1;3;4;4;4;1;1;1;3;4;2;4;4;1;4;2;3;1;4;3;3;3;1;1;4;1;4;4;4;2;4;4;4;4;1;4;4;1;1;4;4;20;25;38;37;-18;-12;3;28
13-359;2;90;3;10;5;5;1;5;1;4;1;1;1;5;5;;5;2;1;1;3;1;5;4;14;1;2;4;3;1;2;4;3;3;1;4;2;1;2;4;3;1;3;4;2;2;3;4;1;1;3;4;2;2;1;3;4;1;2;3;4;2;1;3;4;2;3;4;1;1;2;4;3;2;2;1;3;4;4;3;1;2;3;4;4;5;4;4;5;4;2;4;4;1;5;4;4;5;3;4;5;4;5;1;1;5;4;5;4;5;5;4;5;1;3;4;3;4;1;2;1;3;4;4;4;4;3;4;4;4;4;4;4;3;4;2;1;4;1;4;4;4;4;4;4;4;4;1;4;4;4;1;4;4;18;25;45;32;-27;-7;3;-4
13-433;1;91;3;10;16;5;16;5;0;4;1;1;1;5;4;;4,5;3;1;2;3;1;1;1;7;1;3;4;2;1;2;4;3;2;4;3;1;1;3;2;4;3;2;1;4;1;2;4;3;4;3;1;2;2;3;1;4;1;3;2;4;4;2;3;1;2;3;4;1;2;3;1;4;4;5;5;3;3;3;3;4;4;4;2;3;4;2;4;3;2;2;5;3;2;4;4;3;4;3;2;2;2;2;2;1;3;3;3;4;5;4;2;1;2;4;4;3;4;2;2;1;3;4;2;4;4;3;4;2;4;1;3;2;4;4;4;2;4;1;4;2;3;2;4;4;4;4;3;4;4;4;1;4;4;24;33;30;33;-6;0;4;2
13-441;1;91;3;10;5;5;5;6;3;4;1;0;1;4;4;;4;1;2;2;;1;3;3;5;2;4;3;1;1;4;3;2;1;4;3;2;1;3;2;4;1;2;3;4;2;4;3;1;1;3;2;4;2;2;4;3;1;3;2;4;3;2;4;1;3;4;1;2;3;4;2;1;3;3;2;3;4;3;3;2;3;3;3;3;3;3;3;4;4;4;3;3;3;4;4;3;4;3;4;3;3;3;3;2;3;3;4;4;3;3;3;3;1;3;4;4;3;1;1;1;3;4;3;4;4;4;4;1;3;2;4;1;3;4;3;1;4;1;4;3;4;3;2;4;4;4;2;4;3;2;2;4;3;21;39;32;29;-11;10;4;13
13-478;1;91;3;10;11;5;14;4;1;4;0;0;1;5;4;;4,5;1;1;1;;1;2;5;4;1;2;4;3;1;2;4;3;2;1;4;3;1;2;3;4;1;3;4;3;2;3;4;1;1;2;3;4;1;2;3;4;1;2;3;4;1;2;4;3;3;2;1;4;;;;;1;4;5;5;5;1;1;5;1;3;5;5;5;5;5;5;1;1;5;1;5;3;5;5;5;5;5;1;1;5;1;1;1;1;5;5;5;1;5;5;1;1;4;1;5;1;1;1;3;4;4;4;4;1;3;3;3;1;3;1;3;2;3;1;4;1;4;4;4;4;4;4;4;4;1;4;4;1;1;4;4;15;23;37;36;-22;-13;3;31
13-491;1;89;3;10;1;5;1;5;1;4;1;0;1;4;3;;3,5;3;1;3;3;1;2;3;15;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;4;3;2;1;4;3;2;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;1;2;4;3;2;3;2;4;4;2;2;5;3;3;2;3;4;1;1;4;4;4;4;2;2;3;4;4;5;5;4;3;2;1;4;4;3;2;4;4;3;3;4;1;2;2;4;2;4;2;2;1;3;4;3;4;4;4;4;4;4;4;4;4;3;2;2;2;4;1;4;4;4;4;4;4;4;4;1;4;4;4;2;4;4;12;28;46;34;-34;-6;3;42
13-574;1;90;3;10;12;4;14;5;1;1;1;1;1;4;3;;3,5;1;2;3;3;1;5;5;3;1;4;3;2;1;4;2;3;1;2;4;3;1;4;2;3;1;2;4;3;1;2;3;4;1;3;2;4;1;2;3;4;1;2;3;4;3;1;4;2;1;4;2;3;1;4;3;2;3;4;2;1;3;3;2;3;3;5;5;3;5;4;4;5;3;3;4;2;1;1;5;5;5;5;3;4;2;5;1;3;3;2;5;5;3;2;5;3;3;4;3;3;4;1;2;1;3;4;3;4;4;3;3;4;4;4;4;4;3;3;3;1;4;1;4;4;4;4;4;3;4;3;1;4;4;3;1;4;3;14;34;35;37;-21;-3;3;17
13-707;1;91;3;10;10;4;34;5;1;4;1;1;0;4;2;;3;2;1;2;3;1;3;3;12;3;4;1;2;2;3;4;1;2;1;3;4;1;4;2;3;3;2;1;4;1;4;3;2;1;4;2;3;1;3;2;4;1;4;2;3;4;1;2;3;1;4;3;2;1;4;2;3;4;4;3;3;3;2;3;5;2;3;4;2;2;3;4;4;2;2;4;4;3;4;3;2;4;4;4;3;3;2;2;2;3;3;4;4;4;2;3;4;1;3;3;1;3;1;1;2;3;3;3;3;3;3;3;3;3;1;2;2;2;4;3;1;4;1;4;4;3;2;4;4;4;3;1;4;3;3;2;3;4;21;38;27;34;-6;4;4;2
13-83;1;91;3;10;11;5;11;4;1;4;1;1;1;5;5;;5;2;1;1;3;1;1;1;3;1;3;4;2;1;2;4;3;2;1;4;3;1;2;4;3;1;3;2;4;1;2;4;3;1;2;4;3;2;1;3;4;1;4;3;2;2;1;4;3;2;3;4;3;4;3;2;1;3;3;2;5;5;2;2;5;5;2;5;5;5;1;1;5;4;1;4;2;5;3;5;5;5;5;5;3;2;1;5;2;2;2;5;5;4;3;5;1;1;3;4;3;4;1;3;3;3;4;3;4;4;3;3;2;3;2;4;;;;;;;;;;;;;;;;;;;;;;;19;27;42;34;-23;-7;3;52
13-844;2;90;3;10;10;5;14;4;2;4;1;1;1;5;4;;4,5;1;2;2;;1;4;4;15;1;4;4;4;4;3;3;3;2;3;3;2;1;4;3;4;3;2;1;2;2;3;3;3;3;3;2;3;2;3;2;3;2;2;3;4;3;2;2;2;2;4;3;3;4;4;4;4;3;4;3;3;3;4;4;4;2;3;4;2;3;2;4;3;1;3;4;2;3;4;3;2;3;3;2;4;2;2;2;2;4;3;4;4;4;4;3;4;1;2;2;3;4;1;2;1;4;4;3;4;4;3;3;3;3;4;4;4;4;4;4;2;4;1;4;4;4;4;4;4;4;3;1;4;4;1;1;4;4;29;37;33;37;-4;0;4;-5
13-869;1;90;3;10;17;4;14;4;1;2;1;1;1;4;2;;3;3;3;3;3;1;4;4;3;3;2;1;4;3;2;4;1;3;2;4;1;3;2;4;1;3;2;1;4;3;2;4;1;3;2;4;1;3;2;1;4;3;2;1;4;3;2;4;1;3;2;1;4;3;2;1;4;5;5;5;5;1;5;5;5;5;5;5;3;3;5;1;3;1;3;4;5;3;5;3;4;1;1;1;4;5;5;1;3;5;5;5;3;3;5;1;1;1;1;1;4;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;1;4;4;4;4;4;4;4;4;1;4;4;1;1;4;4;36;24;30;30;6;-6;2;-25
13-896;1;90;3;10;16;5;11;5;0;3;1;0;0;5;5;;5;1;1;1;3;1;5;4;13;2;4;4;4;2;4;4;4;1;2;4;4;1;4;4;4;4;4;4;4;1;4;4;1;1;4;4;4;4;2;4;4;1;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;2;2;4;5;2;2;4;4;2;4;4;4;3;2;4;4;4;4;2;4;2;4;4;4;4;4;2;2;3;4;4;2;2;4;4;2;2;4;2;3;3;4;3;4;2;2;2;4;4;4;4;4;3;4;3;4;4;3;3;3;2;2;4;4;2;4;4;3;4;4;4;4;3;2;4;4;4;2;4;4;29;42;48;45;-19;-3;3;43
